o_cbg,d_cbg,flow_w,Predict_flow
270530246002.0,270370607112.0,2.0,0.0
270370608141.0,271390812002.0,3.0,0.0
270030507061.0,270030508091.0,2.0,0.0
271230405021.0,271630702064.0,2.0,0.0
270030508131.0,270030502101.0,2.0,0.0
270530268102.0,270530268114.0,2.0,0.0
270030508213.0,270030508091.0,3.0,19.0
270370605034.0,270370605022.0,3.0,0.0
270030508053.0,270030508064.0,6.0,0.0
270530239033.0,270530258032.0,2.0,0.0
270370607172.0,270530268203.0,2.0,0.0
270190904022.0,270190907011.0,2.0,0.0
270530265101.0,270530265103.0,3.0,0.0
270370607162.0,270370611022.0,3.0,0.0
270370605051.0,271630710181.0,2.0,0.0
270370608152.0,270370608162.0,6.0,30.0
270030502163.0,270030501154.0,2.0,0.0
270530223023.0,270530219001.0,3.0,0.0
270530265141.0,270530266122.0,3.0,0.0
270530210021.0,270030512061.0,2.0,0.0
270030506021.0,271230425012.0,2.0,0.0
271230411074.0,271230411032.0,2.0,0.0
271230424012.0,271230305003.0,2.0,0.0
270370607371.0,271390803012.0,2.0,0.0
270370607391.0,270370608161.0,2.0,0.0
270370601044.0,270370603011.0,2.0,0.0
270530240051.0,270190909004.0,3.0,0.0
270530264042.0,270530272031.0,2.0,0.0
271230406033.0,271630702042.0,3.0,0.0
270190911002.0,270190909001.0,2.0,0.0
270530215054.0,270530215031.0,2.0,0.0
270190911002.0,270190912011.0,4.0,0.0
270030501102.0,270030506051.0,3.0,0.0
271230404022.0,271230307043.0,2.0,0.0
271230334003.0,271230307025.0,2.0,0.0
270530265144.0,270530203031.0,2.0,0.0
270030506093.0,270030512011.0,2.0,0.0
270030502292.0,270030502371.0,6.0,0.0
270531112001.0,271230425031.0,2.0,0.0
270530260202.0,270530223023.0,2.0,0.0
270030504012.0,270030508112.0,2.0,0.0
270530240051.0,270530261041.0,2.0,0.0
270530203022.0,270530203012.0,2.0,4.0
270370607102.0,270370607451.0,14.0,0.0
270530267141.0,270530268123.0,2.0,0.0
270370607262.0,270370607292.0,2.0,0.0
270530268163.0,270530202003.0,3.0,0.0
270030502331.0,270030509011.0,5.0,0.0
270370608174.0,270370609071.0,9.0,0.0
271230424011.0,271230426012.0,2.0,0.0
270530275031.0,270190905011.0,2.0,0.0
270530262022.0,270530233002.0,2.0,0.0
271630704063.0,271630706012.0,4.0,0.0
270370601041.0,270370601012.0,3.0,0.0
271630709102.0,271630707011.0,2.0,0.0
270370608251.0,270370608113.0,2.0,0.0
270530208041.0,270530215022.0,2.0,0.0
270030512012.0,270530267071.0,2.0,0.0
270370601041.0,271230317011.0,2.0,0.0
270030504021.0,270030502242.0,3.0,0.0
271630712092.0,271630710181.0,3.0,0.0
270030501082.0,271230407031.0,3.0,0.0
270370608151.0,270370608152.0,12.0,0.0
270370606032.0,270370606062.0,2.0,0.0
270530202003.0,270530203042.0,4.0,0.0
271230406044.0,271230406043.0,2.0,0.0
270370607101.0,270370608132.0,2.0,0.0
270030507112.0,270030508061.0,2.0,0.0
270530272013.0,270530272021.0,2.0,0.0
271630701043.0,270531040005.0,2.0,0.0
270370607102.0,271390812001.0,2.0,0.0
271630704061.0,271630709102.0,6.0,0.0
270370607272.0,270370607171.0,3.0,0.0
270030502301.0,270030502322.0,11.0,0.0
270030502082.0,270030508213.0,5.0,0.0
270190909001.0,270190911001.0,10.0,0.0
270370606042.0,270370601042.0,2.0,0.0
270190906011.0,270190906012.0,2.0,2.0
271630712092.0,271630712082.0,2.0,0.0
270030511011.0,270030504021.0,3.0,0.0
270370611082.0,270370614012.0,2.0,0.0
270370608131.0,271390802021.0,4.0,0.0
270030502082.0,270030507111.0,4.0,12.0
271630712062.0,271630712092.0,2.0,0.0
270030505054.0,270030502082.0,2.0,0.0
270370607482.0,270370608231.0,2.0,0.0
271630710061.0,271630710121.0,3.0,0.0
270530265072.0,270530265092.0,2.0,0.0
270190905011.0,270530260073.0,2.0,0.0
270370611023.0,270370611022.0,2.0,0.0
271390808001.0,271390813004.0,3.0,0.0
270030507104.0,270530267105.0,2.0,0.0
270530267141.0,270530267143.0,6.0,0.0
270030502271.0,270030502281.0,2.0,0.0
270370605061.0,270370601042.0,5.0,0.0
270530203011.0,270530203043.0,2.0,0.0
271630701032.0,270030507042.0,2.0,0.0
271230407052.0,270030507104.0,2.0,0.0
270530260212.0,270530260192.0,3.0,0.0
270370607112.0,271390809051.0,5.0,0.0
270370607251.0,270530241003.0,3.0,0.0
271230425012.0,271630710103.0,4.0,0.0
270370607451.0,270370608193.0,4.0,0.0
270370607371.0,270370608113.0,2.0,0.0
270370608203.0,270530251002.0,5.0,0.0
270030504012.0,270530269101.0,4.0,30.0
270370607102.0,270370607391.0,6.0,0.0
270370603011.0,270370602021.0,2.0,0.0
270030502211.0,270030516001.0,2.0,0.0
271630710061.0,271630712071.0,4.0,0.0
270530265144.0,270530266132.0,6.0,0.0
270370607291.0,270370607251.0,2.0,0.0
271230423011.0,270530204001.0,2.0,0.0
270530266131.0,270530269092.0,4.0,0.0
270370608132.0,270370608151.0,2.0,0.0
270030502351.0,271630701032.0,3.0,0.0
270190903012.0,271390809061.0,2.0,0.0
270530203043.0,270531087001.0,2.0,0.0
270370608122.0,270370608113.0,16.0,0.0
271230424012.0,271230423012.0,3.0,0.0
270030502301.0,270030505013.0,4.0,0.0
270530220001.0,270539800001.0,6.0,0.0
270030501082.0,270030501081.0,16.0,0.0
270190909002.0,270190908005.0,2.0,0.0
270370607303.0,270370607322.0,2.0,0.0
271230401004.0,270030502321.0,2.0,0.0
270530215031.0,270530001021.0,2.0,0.0
270190911002.0,270190903021.0,3.0,0.0
270030502081.0,270030502152.0,2.0,0.0
270530270021.0,270530270022.0,2.0,0.0
270370608181.0,270370608281.0,2.0,0.0
270370607451.0,270370607423.0,2.0,0.0
270030507063.0,270030508181.0,2.0,0.0
270190904021.0,270530275013.0,2.0,0.0
270030506091.0,270030507104.0,2.0,0.0
271390802042.0,271390809041.0,2.0,0.0
270030513051.0,270030512031.0,3.0,0.0
270190905021.0,270539800001.0,3.0,0.0
271630707031.0,271630710123.0,2.0,0.0
270030502081.0,270030507121.0,3.0,0.0
270530220001.0,270530270021.0,2.0,0.0
270370605071.0,271230424012.0,2.0,0.0
271630710012.0,271230404022.0,2.0,0.0
270030511011.0,270030507072.0,2.0,0.0
270030506092.0,270030502213.0,2.0,0.0
270190910003.0,270190903021.0,2.0,0.0
270530267081.0,270030501163.0,2.0,0.0
270530085005.0,270530251002.0,2.0,0.0
270370607171.0,270370607341.0,4.0,0.0
270370607441.0,270370607212.0,2.0,0.0
270370611082.0,270370611051.0,3.0,0.0
270370607412.0,270370607381.0,2.0,0.0
271630710062.0,271230406013.0,2.0,0.0
270530267105.0,270530268181.0,2.0,0.0
270030506092.0,270030502261.0,2.0,0.0
270370607112.0,270370608174.0,7.0,0.0
270030501082.0,270030501154.0,2.0,0.0
271630710031.0,271630710012.0,2.0,0.0
270030502331.0,270530267153.0,3.0,0.0
270030508181.0,270030508191.0,2.0,0.0
270370611081.0,270370611082.0,3.0,13.0
270030508052.0,270030508091.0,2.0,0.0
270030508073.0,270030508131.0,2.0,0.0
270030508163.0,270030506093.0,2.0,0.0
270370607142.0,270370607441.0,2.0,0.0
270030508131.0,270030502151.0,3.0,0.0
270030502172.0,270030502351.0,2.0,0.0
270370610081.0,270370608174.0,2.0,0.0
270370608211.0,270370608174.0,2.0,0.0
270370607091.0,270370607132.0,2.0,0.0
270530240051.0,270530249012.0,3.0,0.0
271230411041.0,271230411051.0,2.0,0.0
271630709102.0,271630712071.0,2.0,0.0
271390813002.0,271390813004.0,2.0,0.0
270539800001.0,271230359001.0,2.0,0.0
270030501081.0,270030506052.0,2.0,0.0
270530269064.0,270530269101.0,2.0,0.0
271390803011.0,270530259032.0,2.0,0.0
270530260212.0,270530260143.0,2.0,0.0
270030508064.0,270030502152.0,7.0,0.0
270530269062.0,270530267105.0,3.0,0.0
271230305003.0,271230306012.0,3.0,0.0
270530269071.0,270530269102.0,2.0,0.0
270370607301.0,270370607311.0,3.0,0.0
271630711013.0,271630711021.0,2.0,0.0
270370607351.0,270370607371.0,4.0,0.0
270370608181.0,270539800001.0,2.0,0.0
270530024002.0,270370607301.0,3.0,0.0
270030502272.0,270030502192.0,2.0,0.0
271230403021.0,271630709062.0,2.0,0.0
270030505011.0,270030502281.0,2.0,0.0
270530262081.0,270530266051.0,2.0,0.0
270030504023.0,270030504012.0,7.0,0.0
270370608143.0,270370607211.0,2.0,0.0
270531004003.0,270530268181.0,2.0,0.0
270370607272.0,270370607311.0,4.0,0.0
270370610041.0,270370610091.0,2.0,0.0
270530205003.0,270530085004.0,2.0,0.0
270530213001.0,270030506092.0,2.0,0.0
271390809041.0,271390803011.0,3.0,0.0
270530252012.0,270530267081.0,2.0,0.0
271630706012.0,271630705022.0,2.0,4.0
271630710101.0,271630710182.0,3.0,0.0
271230305003.0,271230314002.0,2.0,0.0
270530267104.0,270530268106.0,2.0,0.0
270190903021.0,270190907012.0,6.0,0.0
271230421014.0,271230421012.0,2.0,0.0
270370608231.0,270370607311.0,4.0,0.0
270030501093.0,270030502202.0,2.0,0.0
271230352002.0,271230319001.0,2.0,0.0
271390803011.0,270190910003.0,2.0,0.0
270370608231.0,270530251001.0,2.0,0.0
271390803023.0,271390813003.0,6.0,0.0
270530241002.0,270530244001.0,2.0,0.0
271390812003.0,270370608203.0,4.0,0.0
270530024002.0,270531036002.0,3.0,0.0
271230406041.0,271630707011.0,2.0,0.0
270030501161.0,271230407072.0,3.0,0.0
270530256034.0,271390803011.0,4.0,0.0
270530260134.0,270190904011.0,2.0,0.0
270030502351.0,270030501102.0,4.0,0.0
270370608242.0,271390803023.0,2.0,0.0
270370601052.0,270370603011.0,3.0,0.0
270190909004.0,270190911002.0,10.0,0.0
271230310001.0,271230307033.0,3.0,0.0
270030506093.0,270030505054.0,5.0,0.0
270370604011.0,271630709102.0,2.0,0.0
270370608152.0,271390812002.0,2.0,0.0
271630710062.0,271630712072.0,3.0,0.0
270530260192.0,270370608152.0,2.0,0.0
271630705024.0,271630710061.0,2.0,0.0
270030502203.0,270030502201.0,2.0,0.0
270530260161.0,270530260181.0,2.0,0.0
270370601051.0,270030502192.0,2.0,0.0
270030502301.0,271230405021.0,4.0,0.0
270530216021.0,270530268163.0,2.0,0.0
270370608142.0,271390809042.0,3.0,0.0
271630707031.0,271630707011.0,2.0,0.0
270530267111.0,270530269071.0,2.0,0.0
270030508053.0,270030502152.0,2.0,0.0
270370605054.0,270370611052.0,3.0,0.0
270370607162.0,270370607211.0,2.0,0.0
270530267105.0,270530268223.0,2.0,0.0
270530120015.0,270530240051.0,3.0,0.0
270370601042.0,270370611052.0,3.0,0.0
270370601052.0,270370607351.0,3.0,0.0
270530265141.0,270530265143.0,2.0,0.0
270370605033.0,270370601051.0,2.0,0.0
270530084002.0,270530078012.0,2.0,0.0
270530272032.0,270530276014.0,2.0,0.0
270030506093.0,270030502171.0,2.0,0.0
270530077002.0,270531260003.0,2.0,2.0
270370608242.0,270370608263.0,6.0,0.0
271630701041.0,270030502103.0,2.0,0.0
270530265142.0,270530271021.0,2.0,0.0
271230406041.0,271630701032.0,3.0,0.0
271630707011.0,271630705022.0,2.0,0.0
270030502204.0,270030502172.0,2.0,0.0
270370611021.0,270370610012.0,3.0,0.0
271390812003.0,271390802022.0,2.0,0.0
270370605054.0,270370605032.0,2.0,0.0
270370611022.0,271630711023.0,6.0,0.0
270530240051.0,270530259035.0,3.0,0.0
271390808002.0,270190909004.0,2.0,0.0
270190904021.0,270530262011.0,3.0,0.0
270530266131.0,270530267151.0,2.0,0.0
270030508213.0,270030508191.0,2.0,0.0
271630706012.0,271630706011.0,8.0,28.0
270370608113.0,270370605091.0,2.0,0.0
271230342011.0,271630706012.0,2.0,0.0
270190903012.0,270190911002.0,12.0,0.0
271630706012.0,271630710103.0,7.0,0.0
270370607451.0,270370607452.0,20.0,0.0
271630712082.0,271630712092.0,2.0,0.0
270030508112.0,271230410022.0,2.0,0.0
270370607451.0,271390802053.0,2.0,0.0
270530202003.0,271230311003.0,3.0,0.0
271230424012.0,271630707042.0,2.0,0.0
271230307042.0,271230307025.0,2.0,0.0
270370607414.0,270370607411.0,3.0,0.0
270530233002.0,270030506093.0,2.0,0.0
270370607481.0,270530258022.0,2.0,0.0
270530077002.0,270530032001.0,2.0,0.0
270530268121.0,270030511011.0,2.0,0.0
270370607112.0,270370607271.0,9.0,0.0
271390813001.0,271390813003.0,4.0,0.0
270030506091.0,270030505051.0,4.0,2.0
270030506051.0,270030507041.0,2.0,0.0
270530077001.0,270530082001.0,4.0,0.0
270531054001.0,270531105003.0,2.0,0.0
270370607211.0,270370608171.0,5.0,0.0
270030502151.0,270030502152.0,12.0,11.0
270370607132.0,270370608151.0,2.0,0.0
270030501102.0,270030501101.0,7.0,0.0
270370611052.0,270370611062.0,2.0,0.0
270190903012.0,270190907011.0,2.0,0.0
270370601044.0,270370605022.0,2.0,0.0
270370608231.0,270370609072.0,2.0,0.0
270370610071.0,270370611022.0,4.0,0.0
270030508051.0,270030506093.0,2.0,0.0
270530262012.0,270530263023.0,2.0,0.0
270530216012.0,270030504021.0,2.0,0.0
270030502272.0,270030502282.0,4.0,0.0
270530264042.0,270530267082.0,2.0,0.0
270370607112.0,270370605083.0,5.0,0.0
270030507121.0,270030506092.0,2.0,0.0
270370608281.0,270370608291.0,2.0,0.0
270030502082.0,270530267081.0,3.0,0.0
270030508135.0,270030509012.0,3.0,0.0
270530264043.0,270530267081.0,3.0,0.0
270030506021.0,270030501151.0,2.0,0.0
270530246002.0,270370607452.0,3.0,0.0
270530202003.0,270030508163.0,2.0,0.0
270030512011.0,270030512032.0,3.0,0.0
271230404022.0,270030512012.0,2.0,0.0
270530251002.0,270530252013.0,2.0,0.0
270030502204.0,270030502351.0,2.0,0.0
270370601044.0,270539800001.0,2.0,0.0
270030502301.0,270030502372.0,2.0,0.0
270370607171.0,270370607331.0,6.0,0.0
270530259061.0,270530260161.0,2.0,0.0
270370606051.0,270370605053.0,2.0,0.0
270030512031.0,270530268232.0,2.0,0.0
270370608213.0,270370608211.0,2.0,0.0
270539800001.0,271230311003.0,2.0,0.0
270190910004.0,271390803013.0,2.0,0.0
270530269092.0,270530267131.0,2.0,0.0
270370608152.0,270370608202.0,3.0,19.0
270030511021.0,270030512012.0,2.0,0.0
270190907012.0,270190904012.0,7.0,0.0
270370608152.0,271390813003.0,2.0,0.0
270030506093.0,270030502252.0,5.0,0.0
271630709071.0,271630710101.0,2.0,0.0
271630704062.0,271630706011.0,3.0,0.0
270030513053.0,270530201013.0,2.0,0.0
270530203042.0,270530203032.0,2.0,0.0
271630709062.0,271630709102.0,5.0,0.0
270530251002.0,271390803012.0,2.0,0.0
271230401005.0,270370607171.0,2.0,0.0
271230413021.0,271630706012.0,3.0,0.0
270530266131.0,270530270012.0,4.0,0.0
270530203041.0,270530022002.0,2.0,0.0
270030515012.0,270531008003.0,2.0,0.0
270530263023.0,270530262022.0,2.0,0.0
270030508113.0,270030508064.0,3.0,0.0
270030504021.0,270030502231.0,2.0,0.0
270370607451.0,270370607132.0,7.0,0.0
270370605082.0,270370607271.0,2.0,0.0
270030507104.0,270030508064.0,9.0,0.0
270370607211.0,270370609071.0,2.0,0.0
270030507063.0,270530268123.0,4.0,0.0
270370607162.0,270370610092.0,3.0,0.0
270531040001.0,271630709062.0,4.0,0.0
270370605034.0,270370605093.0,4.0,0.0
270030506093.0,270030508092.0,3.0,0.0
271390802031.0,271390809042.0,2.0,0.0
271230403023.0,271230404022.0,4.0,0.0
270370608174.0,270370609021.0,3.0,0.0
270370607112.0,270370603022.0,3.0,0.0
270530260212.0,270530260211.0,2.0,0.0
270030502204.0,270030504011.0,4.0,0.0
271230407041.0,271230407032.0,3.0,0.0
270030502213.0,270030502152.0,3.0,0.0
271230405042.0,271230403011.0,3.0,0.0
271630701032.0,271630701063.0,5.0,0.0
270190908005.0,270190910003.0,6.0,0.0
270030508091.0,270030502162.0,2.0,0.0
271230301004.0,271230406044.0,2.0,0.0
271230310005.0,271230317024.0,2.0,0.0
271630701032.0,270030502342.0,3.0,0.0
270531097003.0,270531074001.0,2.0,0.0
270530203032.0,270530203012.0,2.0,0.0
270370608253.0,270370608231.0,4.0,0.0
271390806002.0,271390803021.0,6.0,0.0
270530203012.0,270530268114.0,2.0,0.0
270030504021.0,270530265071.0,2.0,0.0
270530266121.0,270530265144.0,2.0,0.0
270370608131.0,270370608142.0,3.0,0.0
270370603011.0,270370601043.0,2.0,0.0
270370607351.0,270370610042.0,4.0,0.0
271630701032.0,270030501111.0,2.0,0.0
270030511023.0,271230411041.0,2.0,0.0
270190907012.0,271390803011.0,2.0,0.0
270370607112.0,270530256051.0,2.0,0.0
270030501093.0,271630701052.0,2.0,0.0
270530267022.0,270530269064.0,5.0,0.0
271390812003.0,271390811001.0,8.0,0.0
270530264043.0,270530264042.0,2.0,0.0
270530219001.0,270530222004.0,2.0,0.0
270030502204.0,270539800001.0,3.0,0.0
270370608201.0,270370608181.0,4.0,0.0
270030502082.0,270030508201.0,2.0,0.0
271390803011.0,270370608113.0,2.0,0.0
270531255001.0,271630710062.0,2.0,0.0
270530216022.0,270530273001.0,2.0,0.0
271630710171.0,271630710061.0,8.0,0.0
270030513022.0,270030513042.0,2.0,0.0
270030502332.0,270030508183.0,3.0,0.0
271630712073.0,271630712063.0,2.0,0.0
271230424012.0,271230317011.0,2.0,0.0
270370601051.0,270370601044.0,8.0,0.0
271230347013.0,271230426012.0,2.0,0.0
270030508053.0,270030502213.0,2.0,0.0
270370608113.0,270370610092.0,6.0,0.0
270370605034.0,270370607452.0,2.0,0.0
270530214001.0,270530267141.0,2.0,0.0
270530251002.0,270530268183.0,3.0,0.0
270530017002.0,270530240051.0,2.0,0.0
270370607451.0,270370607351.0,8.0,0.0
270370607481.0,271390803023.0,3.0,0.0
270030508112.0,270030510021.0,4.0,6.0
270030513022.0,270030512012.0,4.0,0.0
271230310001.0,271630702031.0,2.0,0.0
271630710061.0,271630710132.0,4.0,0.0
270531049004.0,270531049001.0,5.0,0.0
270530269071.0,270530269062.0,3.0,0.0
271390806002.0,270530260163.0,3.0,0.0
270530256033.0,271390808001.0,2.0,0.0
271230336001.0,271230311003.0,4.0,0.0
270370607414.0,270370608173.0,2.0,0.0
270030501071.0,270030501081.0,21.0,0.0
270530216012.0,270530260071.0,2.0,0.0
270030513053.0,271230307043.0,2.0,0.0
270190905021.0,270190907011.0,2.0,0.0
270190903021.0,270190909003.0,2.0,0.0
271390802022.0,270370607451.0,4.0,0.0
270370607451.0,270370608281.0,8.0,0.0
270030512061.0,270030501092.0,2.0,0.0
270370611052.0,270370611022.0,6.0,0.0
271630710181.0,271630712061.0,2.0,0.0
270530269092.0,270530268204.0,2.0,0.0
270530215031.0,270530266122.0,2.0,0.0
271230311003.0,271230335001.0,3.0,0.0
270030507022.0,270030502082.0,2.0,0.0
270190909001.0,270530260051.0,2.0,0.0
270530240033.0,270370608122.0,2.0,0.0
270370607371.0,270539800001.0,4.0,0.0
270370608121.0,270370608111.0,3.0,0.0
270370611022.0,270370611021.0,10.0,0.0
270030508213.0,270030508183.0,2.0,0.0
271230413021.0,271630701032.0,4.0,0.0
270531044002.0,270530239033.0,2.0,0.0
271630712073.0,271630710171.0,2.0,0.0
270370607093.0,270370607091.0,3.0,0.0
270530262022.0,270530262011.0,2.0,0.0
271630701031.0,270030508064.0,2.0,0.0
270530260071.0,270530260133.0,2.0,0.0
270530267081.0,270530203032.0,2.0,0.0
270370608113.0,270370608052.0,4.0,6.0
270030501142.0,270030502082.0,4.0,0.0
270530264042.0,270530240051.0,2.0,0.0
270370601022.0,270370601014.0,2.0,0.0
270030511021.0,270530268123.0,2.0,0.0
271230423011.0,271630704062.0,2.0,0.0
270030502231.0,270030502082.0,2.0,0.0
270370608051.0,270370608052.0,2.0,0.0
270030501081.0,270030501092.0,6.0,0.0
270030501071.0,270030501163.0,12.0,0.0
270370608201.0,270370608202.0,4.0,0.0
270530208041.0,270530203012.0,3.0,0.0
270030506093.0,270030502292.0,3.0,0.0
270030511011.0,270530268163.0,3.0,0.0
271230330002.0,271630712082.0,2.0,0.0
270030511011.0,270530268203.0,2.0,0.0
271230309002.0,271230309003.0,2.0,4.0
271230319001.0,270370601051.0,2.0,0.0
270370608181.0,270370610071.0,2.0,0.0
270370601022.0,270370601041.0,4.0,0.0
270030512061.0,270030514001.0,2.0,11.0
270370608151.0,270370608131.0,3.0,0.0
270370607112.0,271390811004.0,9.0,0.0
271390803011.0,270530265141.0,2.0,0.0
271390808001.0,271390813003.0,10.0,0.0
270370607441.0,270370607412.0,2.0,0.0
270030501161.0,270030502231.0,2.0,0.0
270530256051.0,271630710103.0,3.0,0.0
270530269092.0,270530269091.0,10.0,0.0
270530260153.0,270530260073.0,2.0,0.0
270370607211.0,270530253023.0,2.0,0.0
270030502152.0,270030502342.0,2.0,0.0
270530229013.0,270530235011.0,4.0,6.0
270531069002.0,270030502301.0,2.0,0.0
270530270022.0,270530270021.0,3.0,0.0
270530264041.0,270530267131.0,2.0,0.0
271630709102.0,271230425041.0,2.0,0.0
271230342011.0,271230346023.0,2.0,0.0
271390803021.0,270370607102.0,2.0,0.0
270030502082.0,270030512021.0,2.0,0.0
270530260071.0,270530268204.0,2.0,0.0
270030508053.0,270030509012.0,3.0,0.0
270370605071.0,270370607491.0,2.0,0.0
270190903021.0,270530277002.0,5.0,0.0
270030502163.0,270030507112.0,2.0,0.0
271390807001.0,271390803023.0,7.0,0.0
270370605083.0,270370607321.0,2.0,0.0
270530208041.0,270530203033.0,2.0,0.0
270530267104.0,270539800001.0,9.0,0.0
270190906011.0,270530275034.0,2.0,0.0
270030506051.0,270530267105.0,2.0,0.0
270030502204.0,270030505011.0,2.0,0.0
270530234003.0,270530233002.0,2.0,0.0
270030502204.0,270530266111.0,4.0,0.0
270530229013.0,270530233002.0,4.0,0.0
270370607211.0,270530258033.0,2.0,0.0
270370607211.0,270370607354.0,2.0,0.0
270530253023.0,270531255001.0,2.0,0.0
271230424012.0,271230413011.0,2.0,0.0
271630701031.0,271630710141.0,2.0,0.0
270030508112.0,270530202001.0,2.0,0.0
270030506093.0,270030508161.0,7.0,0.0
270190903011.0,270190901003.0,2.0,0.0
270370607112.0,270030502182.0,2.0,0.0
270370608113.0,270370608203.0,7.0,0.0
270030508213.0,270030508074.0,2.0,0.0
270530264043.0,270530272016.0,2.0,0.0
270370607251.0,270370607501.0,2.0,0.0
270370605051.0,270370601051.0,2.0,0.0
270370607271.0,270370608113.0,6.0,0.0
270190910004.0,270190906011.0,4.0,0.0
271230423022.0,271230423025.0,2.0,0.0
270030502172.0,270030501071.0,2.0,0.0
270190903012.0,270530269092.0,3.0,0.0
270530219001.0,270530272031.0,2.0,0.0
270030502291.0,270030506093.0,2.0,0.0
270530272033.0,270530276014.0,3.0,0.0
270370608174.0,270370607332.0,2.0,0.0
270030508112.0,270030508111.0,2.0,0.0
270030507104.0,270530268162.0,2.0,0.0
270530239033.0,270530236001.0,2.0,0.0
270530239033.0,270530258011.0,2.0,0.0
270030511011.0,270531026001.0,2.0,0.0
270370607391.0,270370608201.0,4.0,0.0
270530216012.0,270530261032.0,2.0,0.0
270370610041.0,270370610042.0,4.0,0.0
271230310003.0,271230316003.0,2.0,7.0
270030502272.0,270030502204.0,2.0,0.0
270030509023.0,270030508091.0,2.0,0.0
270530229013.0,270530260202.0,3.0,0.0
270370608173.0,270370610071.0,2.0,0.0
270190907013.0,270190908005.0,5.0,0.0
270030502242.0,270030508064.0,2.0,0.0
270190911001.0,271390813003.0,3.0,0.0
270530219003.0,270530222001.0,2.0,0.0
271230305001.0,271230314002.0,2.0,0.0
270370607412.0,270370607111.0,2.0,0.0
270370608123.0,270370610071.0,2.0,0.0
271390813003.0,270530260202.0,2.0,0.0
270530216022.0,270530260161.0,3.0,0.0
270370601042.0,270370601051.0,30.0,0.0
270530216012.0,270530262063.0,2.0,0.0
270370607451.0,270370608132.0,4.0,0.0
270530260192.0,270530262022.0,2.0,0.0
270030512012.0,270030509012.0,2.0,0.0
270030509023.0,270030508131.0,2.0,0.0
270370608113.0,270370607411.0,2.0,0.0
270030508091.0,270030507102.0,2.0,0.0
271630707012.0,271630710061.0,2.0,0.0
270530267081.0,270030507071.0,3.0,0.0
270190910004.0,270190903021.0,2.0,0.0
271230402002.0,271230401004.0,2.0,4.0
271230424012.0,270530251002.0,2.0,0.0
270030502322.0,270030502291.0,2.0,0.0
270530202007.0,270530033001.0,2.0,0.0
271630710011.0,271230425031.0,2.0,0.0
270530270012.0,270530269091.0,3.0,0.0
270370608242.0,270370607351.0,2.0,0.0
270030507104.0,270030502282.0,2.0,0.0
270370608152.0,270370607462.0,3.0,0.0
270370608152.0,271390811002.0,4.0,0.0
270530268204.0,270530268163.0,4.0,0.0
270190901003.0,270190903021.0,3.0,0.0
270530213001.0,270530267081.0,4.0,0.0
271630710102.0,271630710062.0,5.0,0.0
270370607172.0,270370611072.0,2.0,0.0
271230404022.0,271630710171.0,2.0,0.0
270530267105.0,270530268102.0,4.0,0.0
271630710061.0,270370608201.0,3.0,0.0
270370608174.0,270370608132.0,2.0,0.0
270030502321.0,270030502161.0,2.0,0.0
270530215031.0,270370608203.0,2.0,0.0
270370605071.0,271230307031.0,2.0,0.0
270370608242.0,270370608281.0,2.0,0.0
270530267081.0,270530267152.0,6.0,5.0
271230347013.0,271230425042.0,3.0,0.0
270370608173.0,270370608171.0,2.0,0.0
270030506093.0,270030502342.0,2.0,0.0
270190907013.0,270530275043.0,2.0,0.0
270030504011.0,270030502213.0,2.0,0.0
271630710131.0,271630712092.0,2.0,0.0
270530220001.0,270530237002.0,2.0,0.0
270370607391.0,271390809042.0,4.0,0.0
270530264043.0,270530260192.0,2.0,0.0
270530120034.0,270530117043.0,2.0,0.0
270030512031.0,271630701031.0,2.0,0.0
270030504023.0,270530269101.0,3.0,0.0
271230350001.0,271230334001.0,2.0,0.0
270030508162.0,270030502371.0,7.0,0.0
270370605092.0,271230304001.0,3.0,0.0
270030508183.0,270030508091.0,2.0,0.0
271230325003.0,271230417003.0,2.0,0.0
270530265141.0,270530266132.0,4.0,0.0
270530267111.0,270530267105.0,4.0,0.0
270190904021.0,270190903021.0,2.0,0.0
270530203012.0,270530268222.0,2.0,0.0
270370607253.0,270370607251.0,3.0,0.0
270530120032.0,270530120033.0,2.0,0.0
270539800001.0,271630710061.0,2.0,0.0
270370607452.0,270370615011.0,2.0,0.0
270370607451.0,270370608183.0,2.0,0.0
270370607162.0,270370607272.0,3.0,0.0
270370605022.0,270370607171.0,3.0,0.0
270370607162.0,270370608143.0,2.0,0.0
270370608263.0,270370609042.0,3.0,0.0
270530264031.0,270530264042.0,2.0,0.0
270370608231.0,270370611071.0,3.0,0.0
271630710061.0,271230374034.0,3.0,0.0
270370607211.0,270370607482.0,3.0,0.0
270530208041.0,270530268073.0,3.0,5.0
270370601042.0,271230318013.0,3.0,0.0
270530260073.0,270530260062.0,2.0,0.0
270370607112.0,270370609021.0,7.0,0.0
270030504023.0,270030502204.0,2.0,0.0
270530272013.0,270530264042.0,3.0,0.0
270370607211.0,270370607262.0,3.0,0.0
271630705011.0,271630706011.0,3.0,0.0
270370607451.0,271390802051.0,3.0,0.0
270370607172.0,270539800001.0,2.0,0.0
270531044002.0,270539800001.0,2.0,0.0
271230424023.0,271630709112.0,2.0,0.0
270370607392.0,270370607451.0,2.0,0.0
271230403021.0,271230401001.0,2.0,0.0
270030507104.0,270530204001.0,3.0,0.0
270030502163.0,270030507121.0,3.0,0.0
270030505011.0,270030502261.0,2.0,0.0
270370607351.0,270370608131.0,2.0,0.0
