o_cbg,d_cbg,flow_w,Predict_flow
270539800001.0,271390813001.0,2.0,0.0
271630709122.0,271630710101.0,3.0,0.0
270370607292.0,270370607271.0,3.0,0.0
271630704034.0,271630706012.0,2.0,0.0
270370607171.0,270370607292.0,6.0,0.0
270530220001.0,270530003003.0,2.0,0.0
271230308002.0,271230308001.0,2.0,4.0
270030502202.0,270030502212.0,3.0,0.0
271230424011.0,271230426011.0,2.0,3.0
270370607351.0,270370607162.0,3.0,0.0
270030502201.0,270539800001.0,2.0,0.0
271390803021.0,271390805001.0,3.0,0.0
270190907011.0,271390809041.0,2.0,0.0
270370601042.0,270030502322.0,2.0,0.0
270370607391.0,271230305001.0,2.0,0.0
270530267111.0,270530265092.0,2.0,0.0
270030502204.0,270030507104.0,3.0,0.0
270030508213.0,270030508082.0,2.0,0.0
270370607391.0,270370608174.0,2.0,0.0
270530260202.0,270190903021.0,4.0,0.0
270030513023.0,270530215031.0,2.0,0.0
270530219003.0,270530265144.0,5.0,0.0
270530077002.0,270530223023.0,2.0,0.0
270530254013.0,270370607102.0,2.0,0.0
270370601021.0,270370601022.0,2.0,0.0
271230406013.0,271230407041.0,2.0,0.0
271230306022.0,271230307025.0,2.0,0.0
270370605071.0,270370608181.0,2.0,0.0
270370607371.0,270370608174.0,3.0,0.0
270030510011.0,270030501161.0,2.0,0.0
270370605022.0,270370605062.0,5.0,0.0
271230342011.0,271230404022.0,2.0,0.0
270030502281.0,270030507121.0,3.0,0.0
270370611061.0,270370611081.0,2.0,0.0
270530261043.0,270190906011.0,2.0,0.0
270370607451.0,271390808001.0,2.0,0.0
270370607431.0,270370607441.0,2.0,0.0
271630710062.0,271630712071.0,3.0,0.0
270370607171.0,271230364004.0,2.0,4.0
270370607441.0,270370608263.0,2.0,0.0
270370608203.0,270190912012.0,2.0,0.0
270030501102.0,270030501094.0,2.0,0.0
270530240041.0,270370608113.0,2.0,0.0
270030512031.0,270030508131.0,2.0,0.0
270530260051.0,270530244002.0,2.0,0.0
270030505013.0,270030502204.0,2.0,0.0
270530268163.0,270030505051.0,2.0,0.0
270370611021.0,271630711023.0,2.0,0.0
270530232001.0,270530264031.0,3.0,0.0
270190907012.0,270190911002.0,5.0,0.0
270030502151.0,270030502163.0,3.0,0.0
270370611022.0,271630713002.0,2.0,0.0
270030508053.0,270030507071.0,2.0,0.0
270530001012.0,270530001013.0,2.0,0.0
270370608122.0,270530240051.0,2.0,0.0
270030501101.0,271230409022.0,2.0,0.0
270530229013.0,270530223023.0,5.0,0.0
270530267081.0,271230303005.0,2.0,0.0
270530203032.0,270530202003.0,3.0,0.0
271630704061.0,271630704042.0,2.0,0.0
270030506074.0,270030506093.0,3.0,0.0
270030511011.0,271230307025.0,2.0,0.0
271230406044.0,271230404022.0,2.0,0.0
271390809041.0,271390809051.0,2.0,0.0
270530215031.0,270530215054.0,2.0,0.0
271230424011.0,271230347013.0,3.0,0.0
271230404022.0,271630709102.0,2.0,0.0
270030509011.0,270030508135.0,3.0,0.0
270190906011.0,270530275031.0,5.0,0.0
271230405042.0,270030502371.0,2.0,0.0
271230346022.0,271630704051.0,2.0,0.0
271230423025.0,271230424012.0,3.0,0.0
270370607171.0,270370608231.0,5.0,0.0
270370608203.0,270370608174.0,3.0,0.0
270530230001.0,270530264042.0,2.0,0.0
270030508051.0,270030502162.0,4.0,0.0
270370605071.0,270370608113.0,2.0,0.0
270370605051.0,271630710152.0,3.0,0.0
270370601051.0,270370607452.0,2.0,0.0
270030502082.0,270030502181.0,6.0,0.0
270370611023.0,270370611052.0,4.0,0.0
270190911002.0,271390813003.0,6.0,0.0
270530264031.0,270530265092.0,6.0,0.0
270370611061.0,270370607171.0,2.0,0.0
270370615021.0,270370615012.0,3.0,0.0
270030507104.0,270530269081.0,2.0,0.0
270370601022.0,270370605051.0,2.0,0.0
270030508112.0,271230411041.0,4.0,0.0
270370608113.0,270370608231.0,16.0,0.0
270530257016.0,270530272013.0,2.0,0.0
270370607102.0,271390803021.0,2.0,0.0
270531040001.0,271230423011.0,2.0,0.0
270530229013.0,271390803011.0,2.0,0.0
270530260202.0,270530221012.0,2.0,0.0
271390802031.0,271390809031.0,2.0,0.0
270531099002.0,270530011002.0,2.0,0.0
270370605054.0,270370607351.0,5.0,0.0
271630709063.0,271630710011.0,2.0,0.0
270030504021.0,270530269081.0,2.0,0.0
270370603021.0,270370602013.0,2.0,0.0
270030507111.0,270030508054.0,2.0,0.0
270190905011.0,270530276014.0,3.0,0.0
270190908002.0,270190907011.0,2.0,0.0
270370607271.0,270370611081.0,2.0,0.0
270030501163.0,270030502202.0,2.0,0.0
271390803023.0,271390809061.0,2.0,0.0
270530268183.0,270530202001.0,2.0,0.0
271230347022.0,271230318013.0,2.0,0.0
270370607412.0,270370607391.0,5.0,0.0
270530252012.0,270531101001.0,2.0,0.0
270530229012.0,270530236002.0,2.0,0.0
270190912012.0,270190912011.0,6.0,0.0
270370608232.0,271390811004.0,2.0,0.0
270370607322.0,270370607311.0,2.0,0.0
271630709071.0,271630710171.0,2.0,0.0
270530202003.0,270530233003.0,2.0,0.0
270530267121.0,270530266121.0,2.0,0.0
270030507101.0,270530267104.0,2.0,0.0
270370608122.0,270370608151.0,7.0,0.0
271390806002.0,270190904012.0,2.0,0.0
270370607102.0,270190908005.0,2.0,0.0
270370607272.0,270370607251.0,4.0,0.0
271390808002.0,271390808001.0,10.0,0.0
270370610081.0,270370609051.0,2.0,0.0
270030512061.0,270530203032.0,2.0,0.0
270030508131.0,270030508201.0,2.0,0.0
270530268232.0,271230408034.0,3.0,0.0
271630710061.0,270370605092.0,2.0,0.0
270530240051.0,271390806002.0,2.0,0.0
271230418002.0,271230413022.0,2.0,0.0
270030502331.0,270030508135.0,8.0,0.0
270370608182.0,270370608183.0,2.0,0.0
271390806002.0,271390805002.0,2.0,0.0
270030502192.0,270030502201.0,2.0,0.0
270030506093.0,270030508052.0,2.0,0.0
270030512032.0,270030514002.0,2.0,0.0
270030508131.0,270030513022.0,2.0,0.0
270530265092.0,270530263011.0,2.0,0.0
271230413022.0,271630710061.0,2.0,0.0
270030508112.0,270530268123.0,10.0,0.0
270370609021.0,270370608113.0,2.0,0.0
270030508161.0,270030509011.0,2.0,0.0
270370607451.0,270370607391.0,13.0,0.0
270370607251.0,270370610072.0,2.0,0.0
270370608152.0,270370615011.0,3.0,0.0
270530269064.0,270530267105.0,2.0,0.0
270370608263.0,270370608182.0,3.0,0.0
271230413021.0,271230368001.0,2.0,0.0
270030507102.0,270030506091.0,2.0,0.0
270530269092.0,271390808002.0,2.0,0.0
271230303007.0,271630710153.0,2.0,0.0
270030504011.0,270030508192.0,2.0,0.0
271230424023.0,271230307025.0,3.0,5.0
270030502211.0,270030502202.0,2.0,0.0
270370605051.0,270530252012.0,2.0,0.0
270530265092.0,271390808003.0,2.0,0.0
270530215051.0,270530215031.0,3.0,0.0
270370611051.0,270370611052.0,10.0,18.0
270030512061.0,270030512062.0,3.0,7.0
270370601042.0,270370601021.0,2.0,0.0
270370607142.0,270530270023.0,2.0,0.0
270530267071.0,270530267152.0,3.0,0.0
270030502163.0,270030502152.0,6.0,0.0
270370608213.0,270370607112.0,2.0,0.0
270030502161.0,270030501071.0,2.0,0.0
270030501071.0,270030502272.0,2.0,0.0
270030502292.0,270030509023.0,2.0,0.0
270190908002.0,271390813003.0,2.0,0.0
270370601051.0,271230332001.0,2.0,0.0
270370607482.0,270370607441.0,2.0,0.0
271390812002.0,271390810002.0,2.0,0.0
270370608113.0,270370608132.0,2.0,0.0
270370607171.0,270370605022.0,2.0,0.0
270530267081.0,270530271022.0,5.0,35.0
270370607412.0,270370608142.0,3.0,0.0
270370608242.0,270370608151.0,2.0,0.0
270530268163.0,270530269071.0,2.0,0.0
270030502331.0,270539800001.0,3.0,0.0
270530223023.0,270530265092.0,2.0,0.0
270030508112.0,270530202007.0,3.0,0.0
271630701061.0,271630702042.0,3.0,0.0
270030502082.0,270530267071.0,2.0,0.0
270530202003.0,270530203011.0,2.0,4.0
271230403021.0,271630703043.0,2.0,8.0
271630710012.0,271630710101.0,3.0,0.0
270030506093.0,270030502151.0,7.0,0.0
270030508161.0,270030502151.0,3.0,0.0
270530233002.0,270530223023.0,6.0,0.0
270530260071.0,270190909001.0,2.0,0.0
270530246002.0,270530085005.0,2.0,0.0
270030508111.0,270030508112.0,2.0,0.0
271630706012.0,271630710171.0,5.0,0.0
271230317012.0,270370608141.0,2.0,0.0
270030508161.0,270030502301.0,5.0,0.0
270530267104.0,270530269033.0,2.0,0.0
270030502082.0,270030501141.0,2.0,0.0
270370607111.0,270530257013.0,2.0,0.0
270370608122.0,270370602022.0,2.0,0.0
270370607142.0,270370607112.0,2.0,0.0
270030508112.0,270030502301.0,3.0,0.0
270030502281.0,270530268204.0,2.0,0.0
271390803011.0,270030502261.0,2.0,0.0
270370614021.0,270370610012.0,2.0,0.0
270530208041.0,270530209021.0,4.0,0.0
270190909003.0,270190910004.0,2.0,0.0
271230413021.0,271230416012.0,3.0,0.0
270030502152.0,270030505051.0,2.0,0.0
270190907012.0,270190903013.0,3.0,0.0
270190909001.0,270190907013.0,3.0,0.0
270530204001.0,270530027001.0,2.0,0.0
270530267022.0,271230401001.0,2.0,0.0
270030502171.0,270030502081.0,3.0,0.0
271230303001.0,271230342023.0,2.0,0.0
270530259061.0,270530264042.0,2.0,0.0
271230406044.0,271230406045.0,4.0,0.0
270370609042.0,270370607311.0,2.0,0.0
270370607271.0,270370607092.0,2.0,0.0
270530068003.0,270530068002.0,2.0,0.0
270530251002.0,270190909004.0,2.0,0.0
270030502151.0,270030501154.0,3.0,0.0
270370608151.0,270370608212.0,2.0,0.0
270530265092.0,270530267121.0,4.0,0.0
270530267104.0,270530266124.0,2.0,0.0
270530219001.0,270530235011.0,2.0,0.0
270530274003.0,270530262011.0,2.0,0.0
270370607452.0,270370608162.0,3.0,0.0
270530216012.0,270530273002.0,2.0,0.0
270530268123.0,270530269062.0,2.0,0.0
270190905011.0,270530238021.0,2.0,0.0
270530003003.0,270530269064.0,2.0,0.0
270030506093.0,270030507104.0,6.0,0.0
270030513022.0,270030512031.0,2.0,0.0
270370608151.0,271390811004.0,6.0,0.0
270370608113.0,270370610071.0,12.0,0.0
270030506093.0,270030506104.0,4.0,21.0
270190909004.0,270190911001.0,3.0,0.0
270530084002.0,270531257003.0,2.0,0.0
270030502301.0,271630701053.0,2.0,0.0
270530233004.0,270530234005.0,2.0,0.0
270370607102.0,271390803012.0,3.0,0.0
270030508112.0,270030508113.0,2.0,9.0
270530262072.0,270190904012.0,2.0,0.0
270030502371.0,270030508162.0,4.0,0.0
270370601042.0,271230371001.0,2.0,0.0
270030501093.0,270030502082.0,3.0,0.0
270530267104.0,270530268091.0,2.0,0.0
270030508091.0,270030506093.0,2.0,0.0
270370608252.0,270370607323.0,2.0,0.0
270370607211.0,271630710061.0,2.0,0.0
270370607382.0,270370607142.0,2.0,0.0
270530084002.0,270530251002.0,3.0,0.0
270030508131.0,270030502301.0,2.0,0.0
270370607481.0,270370607211.0,2.0,0.0
270030505011.0,270030506091.0,3.0,0.0
270190904021.0,270190909001.0,4.0,0.0
270030507104.0,270030508061.0,2.0,0.0
270190902001.0,270190912011.0,2.0,0.0
270370603011.0,270370601051.0,8.0,0.0
270190905032.0,270190904021.0,10.0,0.0
271230401001.0,271230404022.0,3.0,0.0
270370607452.0,270190911002.0,2.0,0.0
270530266121.0,270530267161.0,2.0,0.0
270530220001.0,270530260192.0,2.0,0.0
271230424024.0,271230316003.0,2.0,0.0
270190907012.0,270030502213.0,2.0,0.0
270370607102.0,271390802031.0,5.0,0.0
271390802051.0,271390809063.0,2.0,0.0
270190909004.0,270370608113.0,4.0,0.0
270190904022.0,270190904012.0,14.0,18.0
270030504012.0,270530267104.0,4.0,0.0
270370605022.0,270370607272.0,2.0,0.0
270530230003.0,270530229012.0,2.0,0.0
270030501153.0,270030502163.0,4.0,0.0
270370606051.0,270370608113.0,3.0,0.0
270530220001.0,270530269092.0,3.0,0.0
271630710103.0,270370611072.0,2.0,0.0
270530267081.0,270530269081.0,2.0,0.0
270030508112.0,271230407072.0,3.0,0.0
271630707011.0,271630709063.0,2.0,0.0
270190901003.0,270190901002.0,15.0,0.0
271630705023.0,271630705011.0,3.0,0.0
270030506093.0,270030502192.0,4.0,0.0
270370607172.0,270370608203.0,2.0,0.0
270370611051.0,270370611023.0,2.0,0.0
271630710181.0,271630704061.0,2.0,0.0
271230313002.0,271230308004.0,2.0,0.0
270030508112.0,270030508161.0,3.0,0.0
270530204001.0,270030512062.0,2.0,0.0
270030506091.0,270530269092.0,6.0,0.0
270530204001.0,270530268192.0,2.0,0.0
270030501081.0,270030501152.0,7.0,0.0
270190907021.0,270190911001.0,2.0,0.0
270370608113.0,270030508211.0,2.0,0.0
270370607112.0,270370607372.0,7.0,0.0
271630712083.0,271630712081.0,3.0,0.0
270190905021.0,270190906011.0,4.0,0.0
270370603011.0,270370605062.0,3.0,0.0
270370608113.0,271390806002.0,2.0,0.0
270530233002.0,270190905011.0,3.0,0.0
270530208012.0,270530265144.0,2.0,0.0
271230302021.0,270370607271.0,2.0,0.0
270370607451.0,271390802012.0,2.0,0.0
270370615012.0,270370607452.0,2.0,0.0
270030506093.0,270030502081.0,4.0,0.0
270190907012.0,270190905032.0,8.0,0.0
271630704063.0,271630701061.0,2.0,0.0
270370606062.0,271630713002.0,3.0,0.0
270030508163.0,271230406044.0,2.0,0.0
271630704052.0,271630705011.0,4.0,0.0
270030502151.0,270030502213.0,4.0,0.0
270530262051.0,270530262022.0,2.0,0.0
271390803013.0,271390803021.0,2.0,0.0
270530240051.0,271630710062.0,2.0,0.0
270370607112.0,270370607452.0,15.0,0.0
270370607102.0,270539800001.0,2.0,0.0
270030502082.0,270030508182.0,2.0,4.0
270370601042.0,270370601032.0,7.0,11.0
271390812002.0,271390803011.0,4.0,0.0
270530268204.0,270530267104.0,2.0,0.0
270030501152.0,270030501071.0,2.0,0.0
270370610081.0,270370608113.0,2.0,0.0
270530236002.0,270530237001.0,3.0,0.0
270030508161.0,271230359001.0,2.0,0.0
270370607111.0,270530260221.0,2.0,0.0
271230404022.0,271230403023.0,8.0,0.0
270370607411.0,270370608113.0,5.0,0.0
270370608152.0,270370607392.0,2.0,0.0
270530204001.0,270530265092.0,2.0,0.0
270530220001.0,270530271011.0,3.0,0.0
270030510011.0,270530214001.0,2.0,0.0
270370607351.0,270370607292.0,4.0,0.0
270370607251.0,270370608231.0,3.0,0.0
270530251002.0,271230305003.0,3.0,0.0
270370607211.0,270370607322.0,3.0,0.0
271230317011.0,271230404022.0,2.0,0.0
270190906011.0,270190909001.0,9.0,0.0
270370601042.0,270370606034.0,2.0,0.0
270370609042.0,270370608174.0,2.0,0.0
270030502301.0,271230424011.0,2.0,0.0
270530246002.0,270530256011.0,4.0,0.0
270030508054.0,270030502151.0,3.0,0.0
270030507104.0,270530203012.0,2.0,0.0
271390802041.0,271390812002.0,3.0,0.0
271230408031.0,270530265083.0,2.0,0.0
270370611052.0,270370611071.0,5.0,0.0
270030512061.0,270530024002.0,3.0,0.0
270530204001.0,270530001025.0,2.0,0.0
270530268123.0,270530267081.0,4.0,0.0
270530260202.0,271390803023.0,9.0,0.0
271630706022.0,271630707012.0,2.0,3.0
270370607414.0,270370608281.0,5.0,0.0
270370607093.0,270370607452.0,4.0,0.0
270030508064.0,270030507103.0,2.0,0.0
270370608113.0,270370608063.0,2.0,0.0
270030506021.0,270030506074.0,5.0,8.0
270530220001.0,270530229012.0,2.0,0.0
270030508051.0,270030508132.0,2.0,0.0
270530244002.0,270530120035.0,3.0,3.0
270370601041.0,271230307023.0,2.0,0.0
270370608174.0,270370610041.0,4.0,0.0
270030508161.0,270030508163.0,5.0,0.0
271390803021.0,271390803013.0,5.0,0.0
271230310003.0,271230306012.0,3.0,0.0
271230402002.0,271230406044.0,2.0,0.0
270370611051.0,270370611082.0,5.0,0.0
270530267105.0,270530269084.0,2.0,0.0
270030506074.0,270030506062.0,3.0,0.0
270530260202.0,271390809041.0,2.0,0.0
270530265142.0,270530267104.0,2.0,0.0
270370607251.0,270530252012.0,2.0,0.0
270530251002.0,270530269093.0,4.0,0.0
270530265144.0,270530265141.0,4.0,0.0
270370608242.0,271230345003.0,2.0,0.0
270530264042.0,270530264032.0,3.0,0.0
270370607111.0,270370607093.0,3.0,0.0
270030508131.0,270030512061.0,3.0,0.0
270370611061.0,270370611083.0,3.0,0.0
270530240051.0,270530256054.0,2.0,0.0
270530202003.0,270530265144.0,2.0,0.0
270530246002.0,270530257013.0,2.0,0.0
270531049002.0,270370607451.0,2.0,0.0
270030508112.0,270530203032.0,3.0,0.0
270370611071.0,270370611061.0,2.0,0.0
270530267105.0,270530267153.0,8.0,0.0
270030502261.0,270030506021.0,2.0,0.0
270370608122.0,270370608212.0,6.0,0.0
270530231002.0,270530264031.0,2.0,0.0
271230406043.0,271630701032.0,2.0,0.0
270370607452.0,270370607462.0,5.0,1.0
271630712073.0,271630712071.0,3.0,0.0
270370607452.0,270370607112.0,12.0,0.0
271630710012.0,271630710011.0,3.0,0.0
270370605082.0,270370607291.0,2.0,0.0
270030508131.0,270370601012.0,2.0,0.0
271230404022.0,271230311003.0,3.0,0.0
270030512061.0,270530213001.0,2.0,0.0
270190906011.0,270190905011.0,21.0,0.0
270370607102.0,270530260192.0,2.0,0.0
270370611062.0,270370610012.0,3.0,0.0
270370607452.0,271390810002.0,3.0,0.0
270370608281.0,270370608174.0,3.0,0.0
270370601051.0,271230334001.0,3.0,0.0
270030507063.0,270030502151.0,2.0,0.0
270370605033.0,270370605032.0,2.0,0.0
270530077001.0,270530017002.0,2.0,0.0
270030508163.0,271630701031.0,3.0,0.0
271630701031.0,270030501102.0,2.0,0.0
271230401005.0,271230407051.0,2.0,0.0
271630709092.0,271230424011.0,2.0,0.0
271230423011.0,271230401001.0,2.0,0.0
270030508112.0,270530203012.0,6.0,0.0
270530260192.0,270190904011.0,2.0,0.0
270030502251.0,270030502252.0,3.0,0.0
270530267085.0,270530267072.0,2.0,0.0
271630710171.0,271630710181.0,4.0,0.0
270370601012.0,270370607251.0,2.0,0.0
271230305003.0,271230305001.0,2.0,6.0
271230404022.0,271230408031.0,2.0,0.0
270030502282.0,270030506093.0,6.0,0.0
271230307033.0,271230317011.0,2.0,0.0
270370605082.0,270370605083.0,2.0,0.0
270370608231.0,270370615021.0,2.0,0.0
271230409021.0,270030508131.0,2.0,0.0
270030506093.0,270030510021.0,2.0,0.0
270530268145.0,270530267104.0,2.0,0.0
270030502082.0,270030502211.0,14.0,0.0
270530269092.0,270530260162.0,2.0,0.0
270030502281.0,270030502252.0,5.0,0.0
270370607171.0,270370609051.0,4.0,0.0
270530268123.0,270530269083.0,2.0,0.0
270370608113.0,270370608281.0,22.0,0.0
270370605062.0,270370605022.0,2.0,0.0
270370608174.0,270370607412.0,3.0,0.0
270190906011.0,270190912012.0,7.0,0.0
270530229011.0,270530236001.0,4.0,0.0
270370608151.0,270370608201.0,8.0,0.0
270370605034.0,270370605061.0,3.0,0.0
270370607451.0,271390809053.0,3.0,5.0
270530265092.0,270530271022.0,2.0,0.0
270030512061.0,270370611052.0,2.0,0.0
270530219001.0,270530216022.0,2.0,0.0
270530077001.0,270530117034.0,2.0,0.0
270370605071.0,270370605023.0,2.0,0.0
270370608262.0,270370608231.0,2.0,0.0
270370607332.0,270370607481.0,2.0,0.0
271630704061.0,271630706012.0,4.0,0.0
270530260183.0,270530260192.0,2.0,0.0
270370607111.0,271390811004.0,2.0,0.0
270030510022.0,270030502301.0,2.0,0.0
271230404022.0,271230425012.0,2.0,0.0
270370601051.0,271630710103.0,2.0,0.0
270030504011.0,270030502231.0,2.0,0.0
271390813003.0,271390803023.0,2.0,0.0
270030504012.0,270030506091.0,5.0,0.0
270530229014.0,270530011002.0,2.0,0.0
270530265092.0,270530265143.0,2.0,0.0
270530267131.0,270530267143.0,2.0,0.0
271230346011.0,271230347013.0,2.0,0.0
270530265092.0,270530266123.0,4.0,0.0
271630710103.0,270370601041.0,2.0,0.0
270370607391.0,271390813003.0,2.0,0.0
270370607451.0,270370610092.0,4.0,0.0
270030505051.0,270030502192.0,5.0,0.0
270030504012.0,270530268204.0,4.0,0.0
270530260212.0,270190907012.0,2.0,0.0
271230404022.0,271230406032.0,2.0,4.0
270030507121.0,270030507124.0,2.0,0.0
270530265141.0,271630712092.0,2.0,0.0
270530262012.0,270530262071.0,2.0,0.0
271630709102.0,271230425012.0,3.0,0.0
270030507104.0,270530214001.0,2.0,0.0
270370607211.0,270370608123.0,2.0,0.0
270030508131.0,270030508135.0,2.0,7.0
270530240041.0,270530252013.0,2.0,0.0
270370607351.0,270370607341.0,4.0,7.0
270370607171.0,270370607211.0,8.0,0.0
270370606051.0,270530234001.0,3.0,0.0
270530264043.0,270530271011.0,7.0,0.0
270190905032.0,270530275042.0,2.0,0.0
271230307031.0,271230307025.0,3.0,0.0
270370601041.0,271230421011.0,2.0,0.0
271230421014.0,271230408031.0,2.0,0.0
270030502103.0,270030508112.0,3.0,0.0
270030506081.0,270030508082.0,2.0,0.0
270370610072.0,270370610071.0,3.0,0.0
270530214001.0,270530210011.0,2.0,0.0
270370607211.0,270530251002.0,6.0,0.0
271390802031.0,271390802042.0,2.0,0.0
270370607451.0,270530259063.0,2.0,0.0
270530068001.0,270530068003.0,2.0,0.0
270530228021.0,270530271011.0,2.0,0.0
270030502082.0,270030505014.0,2.0,0.0
270030512031.0,271630707041.0,2.0,0.0
270370605062.0,270370611022.0,2.0,0.0
270030504011.0,270030501162.0,2.0,0.0
271230405031.0,271230406013.0,4.0,0.0
271630709102.0,271630710171.0,3.0,0.0
270030508161.0,270030508112.0,2.0,0.0
270530223023.0,270530267141.0,2.0,0.0
270530201022.0,271230411032.0,2.0,0.0
270370608173.0,270370608141.0,2.0,0.0
270370607171.0,270370607382.0,2.0,0.0
270530251003.0,271230414003.0,2.0,0.0
271230424011.0,271630712092.0,2.0,0.0
270530230002.0,270530223023.0,2.0,0.0
270030506091.0,270530202003.0,2.0,0.0
270370607451.0,270370607461.0,2.0,0.0
270530223023.0,270530265071.0,3.0,0.0
270530214001.0,270530216021.0,2.0,0.0
270030506093.0,270030505011.0,6.0,0.0
270530265113.0,270530269092.0,2.0,0.0
270530202003.0,270530219001.0,3.0,0.0
270530267141.0,270539800001.0,2.0,0.0
270530230001.0,270530240061.0,2.0,0.0
270370608174.0,270370608211.0,2.0,0.0
270370607414.0,270370607142.0,2.0,0.0
271630701031.0,271630702063.0,2.0,0.0
270030502331.0,270030502332.0,13.0,0.0
270370607112.0,270370607414.0,6.0,0.0
270530240052.0,270530260052.0,2.0,0.0
270531074001.0,270531076002.0,3.0,0.0
270370608231.0,270370608263.0,5.0,0.0
270370608171.0,270370608151.0,2.0,0.0
270190904011.0,270190912022.0,2.0,0.0
270530240041.0,270530243002.0,2.0,0.0
270370608131.0,271390809042.0,2.0,0.0
270530202003.0,270530202007.0,8.0,6.0
270370608231.0,270370607482.0,2.0,0.0
270530215031.0,270530208041.0,5.0,0.0
270370608231.0,270370608291.0,2.0,0.0
270370607452.0,270190910002.0,2.0,0.0
270370608242.0,270370608231.0,2.0,0.0
270530260181.0,271390803011.0,2.0,0.0
270530265144.0,270539800001.0,2.0,0.0
270370605022.0,270370601041.0,2.0,0.0
270190909001.0,271390808002.0,3.0,0.0
270370608113.0,270370608193.0,4.0,6.0
271390803023.0,270190911002.0,2.0,0.0
270030502282.0,270530268163.0,3.0,0.0
270530215031.0,270530267104.0,4.0,0.0
270030507104.0,270530268154.0,2.0,0.0
270190907012.0,270190904021.0,8.0,0.0
270530260202.0,270190907012.0,3.0,0.0
271230353003.0,271230353004.0,3.0,3.0
271390803011.0,271390807002.0,3.0,0.0
270030506081.0,270030508091.0,2.0,0.0
270530220001.0,270530267105.0,2.0,0.0
270530265051.0,270530265144.0,2.0,0.0
270530260073.0,270530259053.0,3.0,0.0
270370601042.0,270370606062.0,3.0,0.0
271230347013.0,271230317023.0,2.0,0.0
270030501092.0,271630701032.0,2.0,0.0
271630702053.0,271630701051.0,2.0,0.0
270530265142.0,270530267081.0,2.0,0.0
270531039002.0,271230357001.0,2.0,0.0
270370607251.0,270370611061.0,3.0,0.0
270030510011.0,270030512061.0,2.0,0.0
270530068001.0,270530083001.0,2.0,0.0
270530270012.0,270370607102.0,2.0,0.0
271390806001.0,271390806002.0,3.0,0.0
270370607451.0,270370608061.0,7.0,0.0
270530265141.0,270530271011.0,5.0,0.0
270030505011.0,270030504011.0,2.0,0.0
271630701034.0,270030508064.0,2.0,0.0
271390803012.0,271390806002.0,6.0,0.0
271230424012.0,271630709102.0,4.0,0.0
271230315002.0,271230401005.0,2.0,0.0
270030507121.0,270530269092.0,4.0,0.0
270370601051.0,271230311003.0,5.0,0.0
270530236001.0,270530267153.0,2.0,0.0
271230334002.0,271230429004.0,2.0,0.0
271230424024.0,271230347013.0,3.0,0.0
270030502251.0,270030504021.0,4.0,0.0
270030504023.0,270030507061.0,2.0,0.0
271630709122.0,271630710061.0,4.0,0.0
270030506093.0,270030501102.0,8.0,0.0
271390803011.0,270370608203.0,2.0,0.0
270530229013.0,270530260071.0,2.0,0.0
270030502082.0,270030501102.0,8.0,0.0
270030502331.0,270190907012.0,2.0,0.0
270530220001.0,270530262011.0,2.0,0.0
270030510012.0,270030510011.0,2.0,0.0
270370605051.0,270370609071.0,3.0,0.0
270530265141.0,270530267105.0,10.0,0.0
270530262012.0,270530274001.0,2.0,0.0
271230347022.0,271630710103.0,4.0,0.0
271630701031.0,270030502101.0,4.0,0.0
271630710012.0,271630710061.0,4.0,0.0
270030502301.0,271630701031.0,12.0,0.0
270030502204.0,270030502163.0,5.0,0.0
270030510011.0,270370603021.0,2.0,0.0
270530256051.0,270530239033.0,2.0,0.0
270030512031.0,270030508112.0,4.0,0.0
270370608131.0,270370607271.0,2.0,0.0
270370603014.0,271230374034.0,2.0,0.0
270370601042.0,270370605023.0,3.0,0.0
270030508163.0,270030502322.0,2.0,0.0
271230303001.0,271230313002.0,3.0,0.0
270030502204.0,270530269064.0,2.0,0.0
270370607414.0,270370608163.0,2.0,0.0
270030502204.0,270030502181.0,2.0,0.0
270370608281.0,270370607141.0,2.0,0.0
270030507121.0,270030501092.0,3.0,0.0
270030501102.0,270030502352.0,2.0,0.0
270530259063.0,270530260181.0,3.0,0.0
270530267081.0,270530267104.0,13.0,0.0
270030502331.0,270030501102.0,5.0,0.0
270530276014.0,270190901003.0,2.0,0.0
270530256054.0,270530246002.0,2.0,0.0
270030506092.0,270030504012.0,5.0,0.0
270531026001.0,270531261003.0,2.0,0.0
270530204001.0,270530207002.0,2.0,0.0
270530270023.0,270530271011.0,2.0,0.0
270030506091.0,270030502261.0,7.0,0.0
270030513023.0,270530204001.0,2.0,0.0
270030501112.0,270030508064.0,2.0,0.0
270370607452.0,270370607501.0,2.0,0.0
270539800001.0,271230413021.0,3.0,0.0
270190910003.0,270190909004.0,2.0,0.0
270370607112.0,270370607412.0,12.0,0.0
270030502161.0,270030502152.0,2.0,0.0
270190903012.0,270190904021.0,7.0,0.0
271630701032.0,271630701052.0,2.0,0.0
271630705023.0,271630704052.0,7.0,0.0
270030502331.0,270030502321.0,7.0,0.0
271230405042.0,270030502331.0,3.0,0.0
270030508112.0,270030511023.0,3.0,0.0
270530220001.0,270530208041.0,2.0,0.0
270030508053.0,270030502082.0,4.0,0.0
270530267163.0,270530267105.0,2.0,0.0
270530260202.0,270530260181.0,4.0,11.0
271230304001.0,271230311003.0,2.0,0.0
270530203012.0,270530202003.0,3.0,0.0
271630709092.0,271630710181.0,5.0,0.0
270030501081.0,270030507121.0,2.0,0.0
